theme,folder,image_id,file,original_filename,original_width,original_height,published_width,published_height
urban-riverfront,05_stable_diffusion,SD_1_4,images/05_stable_diffusion/urban-riverfront_SD_1_4.jpg,SD_1_4.png,1248,704,1248,704
urban-riverfront,05_stable_diffusion,SD_1_5,images/05_stable_diffusion/urban-riverfront_SD_1_5.jpg,SD_1_5.png,1248,704,1248,704
urban-riverfront,05_stable_diffusion,SD_2_1,images/05_stable_diffusion/urban-riverfront_SD_2_1.jpg,SD_2_1.png,1248,704,1248,704
urban-riverfront,05_stable_diffusion,SD_2_2,images/05_stable_diffusion/urban-riverfront_SD_2_2.jpg,SD_2_2.png,1248,704,1248,704
urban-riverfront,05_stable_diffusion,SD_2_3,images/05_stable_diffusion/urban-riverfront_SD_2_3.jpg,SD_2_3.png,1248,704,1248,704
urban-riverfront,05_stable_diffusion,SD_2_4,images/05_stable_diffusion/urban-riverfront_SD_2_4.jpg,SD_2_4.png,1248,704,1248,704
urban-riverfront,05_stable_diffusion,SD_2_5,images/05_stable_diffusion/urban-riverfront_SD_2_5.jpg,SD_2_5.png,1248,704,1248,704
urban-riverfront,05_stable_diffusion,SD_3_1,images/05_stable_diffusion/urban-riverfront_SD_3_1.jpg,SD_3_1.png,1248,704,1248,704
urban-riverfront,05_stable_diffusion,SD_3_2,images/05_stable_diffusion/urban-riverfront_SD_3_2.jpg,SD_3_2.png,1248,704,1248,704
urban-riverfront,05_stable_diffusion,SD_3_3,images/05_stable_diffusion/urban-riverfront_SD_3_3.jpg,SD_3_3.png,1248,704,1248,704
urban-riverfront,05_stable_diffusion,SD_3_4,images/05_stable_diffusion/urban-riverfront_SD_3_4.jpg,SD_3_4.png,1248,704,1248,704
urban-riverfront,05_stable_diffusion,SD_3_5,images/05_stable_diffusion/urban-riverfront_SD_3_5.jpg,SD_3_5.png,1248,704,1248,704
prairie-equestrian,05_stable_diffusion,SD_1_1,images/05_stable_diffusion/prairie-equestrian_SD_1_1.jpg,SD_1_1.png,1920,1080,1920,1080
prairie-equestrian,05_stable_diffusion,SD_1_2,images/05_stable_diffusion/prairie-equestrian_SD_1_2.jpg,SD_1_2.png,1920,1080,1920,1080
prairie-equestrian,05_stable_diffusion,SD_1_3,images/05_stable_diffusion/prairie-equestrian_SD_1_3.jpg,SD_1_3.png,1920,1080,1920,1080
prairie-equestrian,05_stable_diffusion,SD_1_4,images/05_stable_diffusion/prairie-equestrian_SD_1_4.jpg,SD_1_4.png,1920,1080,1920,1080
prairie-equestrian,05_stable_diffusion,SD_1_5,images/05_stable_diffusion/prairie-equestrian_SD_1_5.jpg,SD_1_5.png,1920,1080,1920,1080
prairie-equestrian,05_stable_diffusion,SD_2_1,images/05_stable_diffusion/prairie-equestrian_SD_2_1.jpg,SD_2_1.png,1920,1080,1920,1080
prairie-equestrian,05_stable_diffusion,SD_2_2,images/05_stable_diffusion/prairie-equestrian_SD_2_2.jpg,SD_2_2.png,1920,1080,1920,1080
prairie-equestrian,05_stable_diffusion,SD_2_3,images/05_stable_diffusion/prairie-equestrian_SD_2_3.jpg,SD_2_3.png,1920,1080,1920,1080
prairie-equestrian,05_stable_diffusion,SD_2_4,images/05_stable_diffusion/prairie-equestrian_SD_2_4.jpg,SD_2_4.png,1920,1080,1920,1080
prairie-equestrian,05_stable_diffusion,SD_2_5,images/05_stable_diffusion/prairie-equestrian_SD_2_5.jpg,SD_2_5.png,1920,1080,1920,1080
prairie-equestrian,05_stable_diffusion,SD_3_1,images/05_stable_diffusion/prairie-equestrian_SD_3_1.jpg,SD_3_1.png,1280,720,1280,720
prairie-equestrian,05_stable_diffusion,SD_3_2,images/05_stable_diffusion/prairie-equestrian_SD_3_2.jpg,SD_3_2.png,1920,1080,1920,1080
prairie-equestrian,05_stable_diffusion,SD_3_3,images/05_stable_diffusion/prairie-equestrian_SD_3_3.jpg,SD_3_3.png,1920,1080,1920,1080
prairie-equestrian,05_stable_diffusion,SD_3_4,images/05_stable_diffusion/prairie-equestrian_SD_3_4.jpg,SD_3_4.png,1920,1080,1920,1080
prairie-equestrian,05_stable_diffusion,SD_3_5,images/05_stable_diffusion/prairie-equestrian_SD_3_5.jpg,SD_3_5.png,1920,1080,1920,1080
residential-neighborhood,05_stable_diffusion,SD_1_1,images/05_stable_diffusion/residential-neighborhood_SD_1_1.jpg,SD_1_1.png,1280,720,1280,720
residential-neighborhood,05_stable_diffusion,SD_1_2,images/05_stable_diffusion/residential-neighborhood_SD_1_2.jpg,SD_1_2.png,1280,720,1280,720
residential-neighborhood,05_stable_diffusion,SD_1_3,images/05_stable_diffusion/residential-neighborhood_SD_1_3.jpg,SD_1_3.png,1280,720,1280,720
residential-neighborhood,05_stable_diffusion,SD_1_4,images/05_stable_diffusion/residential-neighborhood_SD_1_4.jpg,SD_1_4.png,1280,720,1280,720
residential-neighborhood,05_stable_diffusion,SD_1_5,images/05_stable_diffusion/residential-neighborhood_SD_1_5.jpg,SD_1_5.png,1280,720,1280,720
residential-neighborhood,05_stable_diffusion,SD_2_1,images/05_stable_diffusion/residential-neighborhood_SD_2_1.jpg,SD_2_1.png,1280,720,1280,720
residential-neighborhood,05_stable_diffusion,SD_2_2,images/05_stable_diffusion/residential-neighborhood_SD_2_2.jpg,SD_2_2.png,1280,720,1280,720
residential-neighborhood,05_stable_diffusion,SD_2_3,images/05_stable_diffusion/residential-neighborhood_SD_2_3.jpg,SD_2_3.png,1280,720,1280,720
residential-neighborhood,05_stable_diffusion,SD_2_4,images/05_stable_diffusion/residential-neighborhood_SD_2_4.jpg,SD_2_4.png,1280,720,1280,720
residential-neighborhood,05_stable_diffusion,SD_2_5,images/05_stable_diffusion/residential-neighborhood_SD_2_5.jpg,SD_2_5.png,1280,720,1280,720
residential-neighborhood,05_stable_diffusion,SD_3_1,images/05_stable_diffusion/residential-neighborhood_SD_3_1.jpg,SD_3_1.png,1280,720,1280,720
residential-neighborhood,05_stable_diffusion,SD_3_2,images/05_stable_diffusion/residential-neighborhood_SD_3_2.jpg,SD_3_2.png,1280,720,1280,720
residential-neighborhood,05_stable_diffusion,SD_3_3,images/05_stable_diffusion/residential-neighborhood_SD_3_3.jpg,SD_3_3.png,1280,720,1280,720
residential-neighborhood,05_stable_diffusion,SD_3_4,images/05_stable_diffusion/residential-neighborhood_SD_3_4.jpg,SD_3_4.png,1280,720,1280,720
residential-neighborhood,05_stable_diffusion,SD_3_5,images/05_stable_diffusion/residential-neighborhood_SD_3_5.jpg,SD_3_5.png,1280,720,1280,720
sports-complex,05_stable_diffusion,SD_1_1,images/05_stable_diffusion/sports-complex_SD_1_1.jpg,SD_1_1.png,1400,1024,1400,1024
sports-complex,05_stable_diffusion,SD_1_2,images/05_stable_diffusion/sports-complex_SD_1_2.jpg,SD_1_2.png,1400,1024,1400,1024
sports-complex,05_stable_diffusion,SD_1_3,images/05_stable_diffusion/sports-complex_SD_1_3.jpg,SD_1_3.png,1400,1024,1400,1024
sports-complex,05_stable_diffusion,SD_1_4,images/05_stable_diffusion/sports-complex_SD_1_4.jpg,SD_1_4.png,1400,1024,1400,1024
sports-complex,05_stable_diffusion,SD_1_5,images/05_stable_diffusion/sports-complex_SD_1_5.jpg,SD_1_5.png,1400,1024,1400,1024
sports-complex,05_stable_diffusion,SD_2_1,images/05_stable_diffusion/sports-complex_SD_2_1.jpg,SD_2_1.png,1400,1024,1400,1024
sports-complex,05_stable_diffusion,SD_2_2,images/05_stable_diffusion/sports-complex_SD_2_2.jpg,SD_2_2.png,1400,1024,1400,1024
sports-complex,05_stable_diffusion,SD_2_3,images/05_stable_diffusion/sports-complex_SD_2_3.jpg,SD_2_3.png,1400,1024,1400,1024
sports-complex,05_stable_diffusion,SD_2_4,images/05_stable_diffusion/sports-complex_SD_2_4.jpg,SD_2_4.png,1400,1024,1400,1024
sports-complex,05_stable_diffusion,SD_2_5,images/05_stable_diffusion/sports-complex_SD_2_5.jpg,SD_2_5.png,1400,1024,1400,1024
sports-complex,05_stable_diffusion,SD_3_1,images/05_stable_diffusion/sports-complex_SD_3_1.jpg,SD_3_1.png,1400,1024,1400,1024
sports-complex,05_stable_diffusion,SD_3_2,images/05_stable_diffusion/sports-complex_SD_3_2.jpg,SD_3_2.png,1400,1024,1400,1024
sports-complex,05_stable_diffusion,SD_3_3,images/05_stable_diffusion/sports-complex_SD_3_3.jpg,SD_3_3.png,1400,1024,1400,1024
sports-complex,05_stable_diffusion,SD_3_4,images/05_stable_diffusion/sports-complex_SD_3_4.jpg,SD_3_4.png,1400,1024,1400,1024
sports-complex,05_stable_diffusion,SD_3_5,images/05_stable_diffusion/sports-complex_SD_3_5.jpg,SD_3_5.png,1400,1024,1400,1024
wetland-park,06_lora,LoRA_1_1,images/06_lora/wetland-park_LoRA_1_1.jpg,lora_1_1.png,1024,768,1024,768
wetland-park,06_lora,LoRA_1_2,images/06_lora/wetland-park_LoRA_1_2.jpg,lora_1_2.png.png,1024,768,1024,768
wetland-park,06_lora,LoRA_1_3,images/06_lora/wetland-park_LoRA_1_3.jpg,lora_1_3.png.png,1024,768,1024,768
wetland-park,06_lora,LoRA_1_4,images/06_lora/wetland-park_LoRA_1_4.jpg,lora_1_4.png.png,1024,768,1024,768
wetland-park,06_lora,LoRA_1_5,images/06_lora/wetland-park_LoRA_1_5.jpg,lora_1_5.png.png,1024,768,1024,768
wetland-park,06_lora,LoRA_2_1,images/06_lora/wetland-park_LoRA_2_1.jpg,lora_2_1.png,1608,880,1608,880
wetland-park,06_lora,LoRA_2_2,images/06_lora/wetland-park_LoRA_2_2.jpg,lora_2_2.png,1608,880,1608,880
wetland-park,06_lora,LoRA_2_3,images/06_lora/wetland-park_LoRA_2_3.jpg,lora_2_3.png,1608,880,1608,880
wetland-park,06_lora,LoRA_2_4,images/06_lora/wetland-park_LoRA_2_4.jpg,lora_2_4.png,1608,880,1608,880
wetland-park,06_lora,LoRA_2_5,images/06_lora/wetland-park_LoRA_2_5.jpg,lora_2_5.png,1608,880,1608,880
wetland-park,06_lora,LoRA_3_1,images/06_lora/wetland-park_LoRA_3_1.jpg,lora_3_1.png,1608,880,1608,880
wetland-park,06_lora,LoRA_3_2,images/06_lora/wetland-park_LoRA_3_2.jpg,lora_3_2.png,1608,880,1608,880
wetland-park,06_lora,LoRA_3_3,images/06_lora/wetland-park_LoRA_3_3.jpg,lora_3_3.png,944,504,944,504
wetland-park,06_lora,LoRA_3_4,images/06_lora/wetland-park_LoRA_3_4.jpg,lora_3_4.png,1032,584,1032,584
wetland-park,06_lora,LoRA_3_5,images/06_lora/wetland-park_LoRA_3_5.jpg,lora_3_5.png,1032,584,1032,584
urban-riverfront,06_lora,LoRA_1_1,images/06_lora/urban-riverfront_LoRA_1_1.jpg,LoRA_1_1.png,1296,704,1296,704
urban-riverfront,06_lora,LoRA_1_2,images/06_lora/urban-riverfront_LoRA_1_2.jpg,LoRA_1_2.png,1296,704,1296,704
urban-riverfront,06_lora,LoRA_1_3,images/06_lora/urban-riverfront_LoRA_1_3.jpg,LoRA_1_3.png,1296,704,1296,704
urban-riverfront,06_lora,LoRA_1_4,images/06_lora/urban-riverfront_LoRA_1_4.jpg,LoRA_1_4.png,1296,704,1296,704
urban-riverfront,06_lora,LoRA_1_5,images/06_lora/urban-riverfront_LoRA_1_5.jpg,LoRA_1_5.png,1296,704,1296,704
urban-riverfront,06_lora,LoRA_2_1,images/06_lora/urban-riverfront_LoRA_2_1.jpg,LoRA_2_1.png,1248,704,1248,704
urban-riverfront,06_lora,LoRA_2_2,images/06_lora/urban-riverfront_LoRA_2_2.jpg,LoRA_2_2.png,1248,704,1248,704
urban-riverfront,06_lora,LoRA_2_3,images/06_lora/urban-riverfront_LoRA_2_3.jpg,LoRA_2_3.png,1248,704,1248,704
urban-riverfront,06_lora,LoRA_2_4,images/06_lora/urban-riverfront_LoRA_2_4.jpg,LoRA_2_4.png,1248,704,1248,704
urban-riverfront,06_lora,LoRA_2_5,images/06_lora/urban-riverfront_LoRA_2_5.jpg,LoRA_2_5.png,1248,704,1248,704
urban-riverfront,06_lora,LoRA_3_1,images/06_lora/urban-riverfront_LoRA_3_1.jpg,LoRA_3_1.png,1248,704,1248,704
urban-riverfront,06_lora,LoRA_3_2,images/06_lora/urban-riverfront_LoRA_3_2.jpg,LoRA_3_2.png,1248,704,1248,704
urban-riverfront,06_lora,LoRA_3_3,images/06_lora/urban-riverfront_LoRA_3_3.jpg,LoRA_3_3.png,1248,704,1248,704
urban-riverfront,06_lora,LoRA_3_4,images/06_lora/urban-riverfront_LoRA_3_4.jpg,LoRA_3_4.png,1248,704,1248,704
urban-riverfront,06_lora,LoRA_3_5,images/06_lora/urban-riverfront_LoRA_3_5.jpg,LoRA_3_5.png,1248,704,1248,704
prairie-equestrian,06_lora,LoRA_1_1,images/06_lora/prairie-equestrian_LoRA_1_1.jpg,LoRA_1_1.png,1920,1080,1920,1080
prairie-equestrian,06_lora,LoRA_1_2,images/06_lora/prairie-equestrian_LoRA_1_2.jpg,LoRA_1_2.png,1920,1080,1920,1080
prairie-equestrian,06_lora,LoRA_1_3,images/06_lora/prairie-equestrian_LoRA_1_3.jpg,LoRA_1_3.png,1920,1080,1920,1080
prairie-equestrian,06_lora,LoRA_1_4,images/06_lora/prairie-equestrian_LoRA_1_4.jpg,LoRA_1_4.png,1920,1080,1920,1080
prairie-equestrian,06_lora,LoRA_1_5,images/06_lora/prairie-equestrian_LoRA_1_5.jpg,LoRA_1_5.png,1920,1080,1920,1080
prairie-equestrian,06_lora,LoRA_2_1,images/06_lora/prairie-equestrian_LoRA_2_1.jpg,LoRA_2_1.png,1280,720,1280,720
prairie-equestrian,06_lora,LoRA_2_2,images/06_lora/prairie-equestrian_LoRA_2_2.jpg,LoRA_2_2.png,1920,1080,1920,1080
prairie-equestrian,06_lora,LoRA_2_3,images/06_lora/prairie-equestrian_LoRA_2_3.jpg,LoRA_2_3.png,1920,1080,1920,1080
prairie-equestrian,06_lora,LoRA_2_4,images/06_lora/prairie-equestrian_LoRA_2_4.jpg,LoRA_2_4.png,1920,1080,1920,1080
prairie-equestrian,06_lora,LoRA_2_5,images/06_lora/prairie-equestrian_LoRA_2_5.jpg,LoRA_2_5.png,1920,1080,1920,1080
prairie-equestrian,06_lora,LoRA_3_1,images/06_lora/prairie-equestrian_LoRA_3_1.jpg,LoRA_3_1.png,1920,1080,1920,1080
prairie-equestrian,06_lora,LoRA_3_2,images/06_lora/prairie-equestrian_LoRA_3_2.jpg,LoRA_3_2.png,1920,1080,1920,1080
prairie-equestrian,06_lora,LoRA_3_3,images/06_lora/prairie-equestrian_LoRA_3_3.jpg,LoRA_3_3.png,1920,1080,1920,1080
prairie-equestrian,06_lora,LoRA_3_4,images/06_lora/prairie-equestrian_LoRA_3_4.jpg,LoRA_3_4.png,1280,720,1280,720
prairie-equestrian,06_lora,LoRA_3_5,images/06_lora/prairie-equestrian_LoRA_3_5.jpg,LoRA_3_5.png,1280,720,1280,720
residential-neighborhood,06_lora,LoRA_1_1,images/06_lora/residential-neighborhood_LoRA_1_1.jpg,LoRA_1_1.png,1600,896,1600,896
residential-neighborhood,06_lora,LoRA_1_2,images/06_lora/residential-neighborhood_LoRA_1_2.jpg,LoRA_1_2.png,1496,896,1496,896
residential-neighborhood,06_lora,LoRA_1_3,images/06_lora/residential-neighborhood_LoRA_1_3.jpg,LoRA_1_3.png,1496,896,1496,896
residential-neighborhood,06_lora,LoRA_1_4,images/06_lora/residential-neighborhood_LoRA_1_4.jpg,LoRA_1_4.png,1496,896,1496,896
residential-neighborhood,06_lora,LoRA_1_5,images/06_lora/residential-neighborhood_LoRA_1_5.jpg,LoRA_1_5.png,1280,720,1280,720
residential-neighborhood,06_lora,LoRA_2_1,images/06_lora/residential-neighborhood_LoRA_2_1.jpg,LoRA_2_1.png,1280,720,1280,720
residential-neighborhood,06_lora,LoRA_2_2,images/06_lora/residential-neighborhood_LoRA_2_2.jpg,LoRA_2_2.png,1280,720,1280,720
residential-neighborhood,06_lora,LoRA_2_3,images/06_lora/residential-neighborhood_LoRA_2_3.jpg,LoRA_2_3.png,1280,720,1280,720
residential-neighborhood,06_lora,LoRA_2_4,images/06_lora/residential-neighborhood_LoRA_2_4.jpg,LoRA_2_4.png,1032,584,1032,584
residential-neighborhood,06_lora,LoRA_2_5,images/06_lora/residential-neighborhood_LoRA_2_5.jpg,LoRA_2_5.png,1280,720,1280,720
residential-neighborhood,06_lora,LoRA_3_1,images/06_lora/residential-neighborhood_LoRA_3_1.jpg,LoRA_3_1.png,1280,720,1280,720
residential-neighborhood,06_lora,LoRA_3_2,images/06_lora/residential-neighborhood_LoRA_3_2.jpg,LoRA_3_2.png,1280,720,1280,720
residential-neighborhood,06_lora,LoRA_3_3,images/06_lora/residential-neighborhood_LoRA_3_3.jpg,LoRA_3_3.png,1280,720,1280,720
residential-neighborhood,06_lora,LoRA_3_4,images/06_lora/residential-neighborhood_LoRA_3_4.jpg,LoRA_3_4.png,1280,720,1280,720
residential-neighborhood,06_lora,LoRA_3_5,images/06_lora/residential-neighborhood_LoRA_3_5.jpg,LoRA_3_5.png,1280,720,1280,720
sports-complex,06_lora,LoRA_1_1,images/06_lora/sports-complex_LoRA_1_1.jpg,LoRA_1_1.png,1400,1024,1400,1024
sports-complex,06_lora,LoRA_1_2,images/06_lora/sports-complex_LoRA_1_2.jpg,LoRA_1_2.png,1400,1024,1400,1024
sports-complex,06_lora,LoRA_1_3,images/06_lora/sports-complex_LoRA_1_3.jpg,LoRA_1_3.png,1024,768,1024,768
sports-complex,06_lora,LoRA_1_4,images/06_lora/sports-complex_LoRA_1_4.jpg,LoRA_1_4.png,1400,1024,1400,1024
sports-complex,06_lora,LoRA_1_5,images/06_lora/sports-complex_LoRA_1_5.jpg,LoRA_1_5.png,1024,768,1024,768
sports-complex,06_lora,LoRA_2_1,images/06_lora/sports-complex_LoRA_2_1.jpg,LoRA_2_1.png,1024,768,1024,768
sports-complex,06_lora,LoRA_2_2,images/06_lora/sports-complex_LoRA_2_2.jpg,LoRA_2_2.png,1024,768,1024,768
sports-complex,06_lora,LoRA_2_3,images/06_lora/sports-complex_LoRA_2_3.jpg,LoRA_2_3.png,1400,1024,1400,1024
sports-complex,06_lora,LoRA_2_4,images/06_lora/sports-complex_LoRA_2_4.jpg,LoRA_2_4.png,1024,768,1024,768
sports-complex,06_lora,LoRA_2_5,images/06_lora/sports-complex_LoRA_2_5.jpg,LoRA_2_5.png,1400,1024,1400,1024
sports-complex,06_lora,LoRA_3_1,images/06_lora/sports-complex_LoRA_3_1.jpg,LoRA_3_1.png,1400,1024,1400,1024
sports-complex,06_lora,LoRA_3_2,images/06_lora/sports-complex_LoRA_3_2.jpg,LoRA_3_2.png,1400,1024,1400,1024
sports-complex,06_lora,LoRA_3_3,images/06_lora/sports-complex_LoRA_3_3.jpg,LoRA_3_3.png,1400,1024,1400,1024
sports-complex,06_lora,LoRA_3_4,images/06_lora/sports-complex_LoRA_3_4.jpg,LoRA_3_4.png,1400,1024,1400,1024
sports-complex,06_lora,LoRA_3_5,images/06_lora/sports-complex_LoRA_3_5.jpg,LoRA_3_5.png,1400,1024,1400,1024
wetland-park,07_gpt4o,GPT_1_3,images/07_gpt4o/wetland-park_GPT_1_3.jpg,Chaygpt_1_3.png,1536,1024,1536,1024
wetland-park,07_gpt4o,GPT_1_4,images/07_gpt4o/wetland-park_GPT_1_4.jpg,ChatGPT_1_4.png,1536,1024,1536,1024
wetland-park,07_gpt4o,GPT_1_5,images/07_gpt4o/wetland-park_GPT_1_5.jpg,ChatGPT_1_5.png,1536,1024,1536,1024
wetland-park,07_gpt4o,GPT_2_1,images/07_gpt4o/wetland-park_GPT_2_1.jpg,ChatGPT_2_1.png,1536,1024,1536,1024
wetland-park,07_gpt4o,GPT_2_2,images/07_gpt4o/wetland-park_GPT_2_2.jpg,ChatGPT_2_2.png,1536,1024,1536,1024
wetland-park,07_gpt4o,GPT_2_3,images/07_gpt4o/wetland-park_GPT_2_3.jpg,ChatGPT_2_3.png,1536,1024,1536,1024
wetland-park,07_gpt4o,GPT_2_4,images/07_gpt4o/wetland-park_GPT_2_4.jpg,ChatGPT_2_4.png,1536,1024,1536,1024
wetland-park,07_gpt4o,GPT_2_5,images/07_gpt4o/wetland-park_GPT_2_5.jpg,ChatGPT_2_5.png,1536,1024,1536,1024
wetland-park,07_gpt4o,GPT_3_1,images/07_gpt4o/wetland-park_GPT_3_1.jpg,ChatGPT_3_1.png,1536,1024,1536,1024
wetland-park,07_gpt4o,GPT_3_2,images/07_gpt4o/wetland-park_GPT_3_2.jpg,ChatGPT_3_2.png,1536,1024,1536,1024
wetland-park,07_gpt4o,GPT_3_3,images/07_gpt4o/wetland-park_GPT_3_3.jpg,ChatGPT_3_3.png,1536,1024,1536,1024
wetland-park,07_gpt4o,GPT_3_4,images/07_gpt4o/wetland-park_GPT_3_4.jpg,ChatGPT_3_4.png,1536,1024,1536,1024
wetland-park,07_gpt4o,GPT_3_5,images/07_gpt4o/wetland-park_GPT_3_5.jpg,ChatGPT_3_5.png,1536,1024,1536,1024
urban-riverfront,07_gpt4o,GPT_1_1,images/07_gpt4o/urban-riverfront_GPT_1_1.jpg,GPT_1_1.png,1536,1024,1536,1024
urban-riverfront,07_gpt4o,GPT_1_2,images/07_gpt4o/urban-riverfront_GPT_1_2.jpg,GPT_1_2.png,1536,1024,1536,1024
urban-riverfront,07_gpt4o,GPT_1_3,images/07_gpt4o/urban-riverfront_GPT_1_3.jpg,gpt_1_3.png,1536,1024,1536,1024
urban-riverfront,07_gpt4o,GPT_1_4,images/07_gpt4o/urban-riverfront_GPT_1_4.jpg,GPT_1_4.png,1536,1024,1536,1024
urban-riverfront,07_gpt4o,GPT_1_5,images/07_gpt4o/urban-riverfront_GPT_1_5.jpg,GPT_1_5.png,1536,1024,1536,1024
urban-riverfront,07_gpt4o,GPT_2_1,images/07_gpt4o/urban-riverfront_GPT_2_1.jpg,gpt_2_1.png,1536,1024,1536,1024
urban-riverfront,07_gpt4o,GPT_2_2,images/07_gpt4o/urban-riverfront_GPT_2_2.jpg,GPT_2_2.png,1024,1024,1024,1024
urban-riverfront,07_gpt4o,GPT_2_3,images/07_gpt4o/urban-riverfront_GPT_2_3.jpg,GPT_2_3.png,1536,1024,1536,1024
urban-riverfront,07_gpt4o,GPT_2_5,images/07_gpt4o/urban-riverfront_GPT_2_5.jpg,GPT_2_5.png,1024,1024,1024,1024
urban-riverfront,07_gpt4o,GPT_3_1,images/07_gpt4o/urban-riverfront_GPT_3_1.jpg,GPT_3_1.png,1536,1024,1536,1024
urban-riverfront,07_gpt4o,GPT_3_2,images/07_gpt4o/urban-riverfront_GPT_3_2.jpg,GPT_3_2.png,1536,1024,1536,1024
urban-riverfront,07_gpt4o,GPT_3_3,images/07_gpt4o/urban-riverfront_GPT_3_3.jpg,GPT_3_3.png,1536,1024,1536,1024
urban-riverfront,07_gpt4o,GPT_3_4,images/07_gpt4o/urban-riverfront_GPT_3_4.jpg,GPT_3_4.png,1536,1024,1536,1024
urban-riverfront,07_gpt4o,GPT_3_5,images/07_gpt4o/urban-riverfront_GPT_3_5.jpg,GPT_3_5.png,1024,1024,1024,1024
prairie-equestrian,07_gpt4o,GPT_1_1,images/07_gpt4o/prairie-equestrian_GPT_1_1.jpg,GPT_1_1.png,1536,1024,1536,1024
prairie-equestrian,07_gpt4o,GPT_1_2,images/07_gpt4o/prairie-equestrian_GPT_1_2.jpg,GPT_1_2.png,1536,1024,1536,1024
prairie-equestrian,07_gpt4o,GPT_1_3,images/07_gpt4o/prairie-equestrian_GPT_1_3.jpg,GPT_1_3.png,1536,1024,1536,1024
prairie-equestrian,07_gpt4o,GPT_1_4,images/07_gpt4o/prairie-equestrian_GPT_1_4.jpg,(Final)GPT_1_4.png,1536,1024,1536,1024
prairie-equestrian,07_gpt4o,GPT_1_5,images/07_gpt4o/prairie-equestrian_GPT_1_5.jpg,GPT_1_5.png,1536,1024,1536,1024
prairie-equestrian,07_gpt4o,GPT_2_1,images/07_gpt4o/prairie-equestrian_GPT_2_1.jpg,GPT_2_1.png,1536,1024,1536,1024
prairie-equestrian,07_gpt4o,GPT_2_2,images/07_gpt4o/prairie-equestrian_GPT_2_2.jpg,GPT_2_2.png,1536,1024,1536,1024
prairie-equestrian,07_gpt4o,GPT_2_3,images/07_gpt4o/prairie-equestrian_GPT_2_3.jpg,GPT_2_3.png,1536,1024,1536,1024
prairie-equestrian,07_gpt4o,GPT_2_4,images/07_gpt4o/prairie-equestrian_GPT_2_4.jpg,GPT_2_4.png,1536,1024,1536,1024
prairie-equestrian,07_gpt4o,GPT_2_5,images/07_gpt4o/prairie-equestrian_GPT_2_5.jpg,GPT_2_5.png,1536,1024,1536,1024
prairie-equestrian,07_gpt4o,GPT_3_1,images/07_gpt4o/prairie-equestrian_GPT_3_1.jpg,GPT_3_1.png,1536,1024,1536,1024
prairie-equestrian,07_gpt4o,GPT_3_2,images/07_gpt4o/prairie-equestrian_GPT_3_2.jpg,GPT_3_2.png,1536,1024,1536,1024
prairie-equestrian,07_gpt4o,GPT_3_3,images/07_gpt4o/prairie-equestrian_GPT_3_3.jpg,GPT_3_3.png,1536,1024,1536,1024
prairie-equestrian,07_gpt4o,GPT_3_4,images/07_gpt4o/prairie-equestrian_GPT_3_4.jpg,GPT_3_4.png,1536,1024,1536,1024
prairie-equestrian,07_gpt4o,GPT_3_5,images/07_gpt4o/prairie-equestrian_GPT_3_5.jpg,GPT_3_5.png,1536,1024,1536,1024
residential-neighborhood,07_gpt4o,GPT_1_1,images/07_gpt4o/residential-neighborhood_GPT_1_1.jpg,GPT_1_1.png,1536,1024,1536,1024
residential-neighborhood,07_gpt4o,GPT_1_2,images/07_gpt4o/residential-neighborhood_GPT_1_2.jpg,GPT_1_2.png,1536,1024,1536,1024
residential-neighborhood,07_gpt4o,GPT_1_3,images/07_gpt4o/residential-neighborhood_GPT_1_3.jpg,GPT_1_3.png,1536,1024,1536,1024
residential-neighborhood,07_gpt4o,GPT_1_4,images/07_gpt4o/residential-neighborhood_GPT_1_4.jpg,GPT_1_4.png,1536,1024,1536,1024
residential-neighborhood,07_gpt4o,GPT_1_5,images/07_gpt4o/residential-neighborhood_GPT_1_5.jpg,GPT_1_5.png,1536,1024,1536,1024
residential-neighborhood,07_gpt4o,GPT_2_1,images/07_gpt4o/residential-neighborhood_GPT_2_1.jpg,GPT_2_1.png,1536,1024,1536,1024
residential-neighborhood,07_gpt4o,GPT_2_2,images/07_gpt4o/residential-neighborhood_GPT_2_2.jpg,GPT_2_2.png,1536,1024,1536,1024
residential-neighborhood,07_gpt4o,GPT_2_3,images/07_gpt4o/residential-neighborhood_GPT_2_3.jpg,GPT_2_3.png,1536,1024,1536,1024
residential-neighborhood,07_gpt4o,GPT_2_4,images/07_gpt4o/residential-neighborhood_GPT_2_4.jpg,GPT_2_4.png,1536,1024,1536,1024
residential-neighborhood,07_gpt4o,GPT_2_5,images/07_gpt4o/residential-neighborhood_GPT_2_5.jpg,GPT_2_5.png,1536,1024,1536,1024
residential-neighborhood,07_gpt4o,GPT_3_1,images/07_gpt4o/residential-neighborhood_GPT_3_1.jpg,GPT_3_1.png,1536,1024,1536,1024
residential-neighborhood,07_gpt4o,GPT_3_2,images/07_gpt4o/residential-neighborhood_GPT_3_2.jpg,GPT_3_2.png,1536,1024,1536,1024
residential-neighborhood,07_gpt4o,GPT_3_3,images/07_gpt4o/residential-neighborhood_GPT_3_3.jpg,GPT_3_3.png,1536,1024,1536,1024
residential-neighborhood,07_gpt4o,GPT_3_4,images/07_gpt4o/residential-neighborhood_GPT_3_4.jpg,GPT_3_4.png,1536,1024,1536,1024
